"period","value","country","var"
2016-07-01,124.416380281659,"IT","world_demand"
2016-10-01,126.444081631211,"IT","world_demand"
2017-01-01,128.28826002391,"IT","world_demand"
2017-04-01,129.743730042954,"IT","world_demand"
2017-07-01,131.511729695561,"IT","world_demand"
2017-10-01,133.371398636711,"IT","world_demand"
2018-01-01,133.942719607976,"IT","world_demand"
2018-04-01,134.66222828138,"IT","world_demand"
2018-07-01,135.144889502056,"IT","world_demand"
2018-10-01,135.653596217383,"IT","world_demand"
2019-01-01,136.470795025239,"IT","world_demand"
2019-04-01,136.470743900312,"IT","world_demand"
2019-07-01,137.383387240508,"IT","world_demand"
2019-10-01,135.922721608087,"IT","world_demand"
2020-01-01,131.691840194012,"IT","world_demand"
2020-04-01,111.993076883459,"IT","world_demand"
2020-07-01,126.397570059646,"IT","world_demand"
2020-10-01,131.004435629326,"IT","world_demand"
2021-01-01,132.05262309934,"IT","world_demand"
2021-04-01,132.238131576422,"IT","world_demand"
2021-07-01,132.379515563166,"IT","world_demand"
2021-10-01,132.489191714597,"IT","world_demand"
1980-01-01,26.2859554829731,"ES","world_demand"
1980-04-01,25.9399594612571,"ES","world_demand"
1980-07-01,25.5915736542719,"ES","world_demand"
1980-10-01,25.5507555880645,"ES","world_demand"
1981-01-01,25.8477622565944,"ES","world_demand"
1981-04-01,25.9393193206407,"ES","world_demand"
1981-07-01,26.3937279354535,"ES","world_demand"
1981-10-01,26.525810998805,"ES","world_demand"
1982-01-01,26.6896406100497,"ES","world_demand"
1982-04-01,26.374966359952,"ES","world_demand"
1982-07-01,25.9287159072218,"ES","world_demand"
1982-10-01,25.1279979570282,"ES","world_demand"
1983-01-01,25.2404138531658,"ES","world_demand"
1983-04-01,25.7324839039844,"ES","world_demand"
1983-07-01,26.1244060490291,"ES","world_demand"
1983-10-01,26.7444492259793,"ES","world_demand"
1984-01-01,27.4222626471229,"ES","world_demand"
1984-04-01,27.8301320429203,"ES","world_demand"
1984-07-01,28.2052540839204,"ES","world_demand"
1984-10-01,28.4526595178617,"ES","world_demand"
1985-01-01,28.7884175610358,"ES","world_demand"
1985-04-01,28.5810534512333,"ES","world_demand"
1985-07-01,28.6042239290793,"ES","world_demand"
1985-10-01,28.9072634325023,"ES","world_demand"
1986-01-01,29.1922472364366,"ES","world_demand"
1986-04-01,29.9517440137835,"ES","world_demand"
1986-07-01,30.4294832862942,"ES","world_demand"
1986-10-01,30.3768566162897,"ES","world_demand"
1987-01-01,30.8693475003575,"ES","world_demand"
1987-04-01,31.5159816047528,"ES","world_demand"
1987-07-01,32.3529725705148,"ES","world_demand"
1987-10-01,33.2034950404744,"ES","world_demand"
1988-01-01,33.0349518257962,"ES","world_demand"
1988-04-01,33.9894345555097,"ES","world_demand"
1988-07-01,35.0778130017437,"ES","world_demand"
1988-10-01,36.1082324676028,"ES","world_demand"
1989-01-01,36.4431396516449,"ES","world_demand"
1989-04-01,37.2027670994948,"ES","world_demand"
1989-07-01,37.4807850981013,"ES","world_demand"
1989-10-01,38.3116788505723,"ES","world_demand"
1990-01-01,39.2089678479146,"ES","world_demand"
1990-04-01,39.776716124922,"ES","world_demand"
1990-07-01,40.1055834622536,"ES","world_demand"
1990-10-01,40.7556487199171,"ES","world_demand"
1991-01-01,40.7707199071601,"ES","world_demand"
1991-04-01,41.1390820742725,"ES","world_demand"
1991-07-01,41.4699638326043,"ES","world_demand"
1991-10-01,41.8168367954227,"ES","world_demand"
1992-01-01,43.1943425731266,"ES","world_demand"
1992-04-01,43.2095387676717,"ES","world_demand"
1992-07-01,43.0586937509025,"ES","world_demand"
1992-10-01,42.9723606151204,"ES","world_demand"
1993-01-01,41.5755975096626,"ES","world_demand"
1993-04-01,41.3035585163324,"ES","world_demand"
1993-07-01,41.4614151472438,"ES","world_demand"
1993-10-01,42.072015480742,"ES","world_demand"
1994-01-01,43.2028826772203,"ES","world_demand"
1994-04-01,44.4075805651401,"ES","world_demand"
1994-07-01,45.3324233463452,"ES","world_demand"
1994-10-01,47.1112517017629,"ES","world_demand"
1995-01-01,47.0516629164007,"ES","world_demand"
